fieldID, ra (rad), dec (rad)
(598, 4.944032862528654, -0.8866485519860337)
(599, 1.3391525778089863, -0.8866485519860337)
(600, 6.200669391332355, -0.8866480859328442)
(601, 0.08251589920247636, -0.8866480859328442)
(602, 3.605261516229705, -0.8828474887411926)
(603, 2.677923790949882, -0.8828474887411926)
(604, 3.934560319753566, -0.8828472890041108)
(605, 2.34862498742602, -0.8828472890041108)
(606, 5.19119871277004, -0.882847089267029)
(607, 1.091986860725659, -0.882847089267029)
(608, 4.861899376613963, -0.8828470226880012)
(609, 1.4212859305656307, -0.8828470226880012)
(610, 6.118536438049881, -0.8828458242655103)
(611, 0.16464896899825368, -0.8828458242655103)
(612, 3.5238875638578993, -0.8763691496524915)
(613, 2.759297743321687, -0.8763691496524915)
(614, 4.015934804757604, -0.8763688833363836)
(615, 2.267250502421982, -0.8763688833363836)
(616, 6.037161953045841, -0.8763686835993018)
(617, 0.2460231710414123, -0.8763686835993018)
(618, 4.780523826345493, -0.87636848386222)
(619, 1.502661347676036, -0.87636848386222)
(620, 5.272572665141845, -0.87636848386222)
(621, 1.0106126420377426, -0.87636848386222)
(622, 3.2172176401164476, -0.8683806650676628)
(623, 3.0659660691664916, -0.8683806650676628)
(624, 4.322604728499057, -0.8683800658564175)
(625, 1.9605807118385754, -0.8683800658564175)
(626, 5.730493094568822, -0.8683799326983634)
(627, 0.5526924456373562, -0.8683799326983634)
(628, 5.579239925722218, -0.8683798661193356)
(629, 0.7039452482993195, -0.8683798661193356)
(630, 4.473854967868473, -0.8683796663822537)
(631, 1.8093303393111135, -0.8683796663822537)
(632, 3.443637465466112, -0.8670340376624648)
(633, 2.8395478417134745, -0.8670340376624648)
(634, 4.096184903149392, -0.8670335716092734)
(635, 2.18700053718824, -0.8670335716092734)
(636, 5.956911322021838, -0.867032772660946)
(637, 0.3262738852892085, -0.867032772660946)
(638, 4.700274260585921, -0.867032772660946)
(639, 1.5829107802775588, -0.867032772660946)
(640, 5.352822230901417, -0.8670326395028921)
(641, 0.9303630762781679, -0.8670326395028921)
(642, 4.62150967345017, -0.8546281677775216)
(643, 1.6616755005713593, -0.8546281677775216)
(644, 4.174951088181791, -0.8546281677775216)
(645, 2.1082340858397326, -0.8546281677775216)
(646, 3.3648720793820366, -0.8546278348823857)
(647, 2.9183132277975496, -0.8546278348823857)
(648, 5.878145669621655, -0.8546273022501664)
(649, 0.40503960426841984, -0.8546273022501664)
(650, 5.431587350669384, -0.8546271690921124)
(651, 0.851597956510202, -0.8546271690921124)
(652, 4.398230513974034, -0.845448051762936)
(653, 1.8849546600474896, -0.845448051762936)
(654, 3.141592653589793, -0.8454478520258544)
(655, 5.654866243829412, -0.8454473193936367)
(656, 0.6283189967711501, -0.8454473193936367)
(657, 3.80842954841801, -0.8412679541159477)
(658, 2.4747557587615763, -0.8412679541159477)
(659, 5.065066077221712, -0.8412679541159477)
(660, 1.2181192299578831, -0.8412679541159477)
(661, 3.73139415177805, -0.8412677543788659)
(662, 2.5517911554015362, -0.8412677543788659)
(663, 6.244668008333777, -0.8412672217466484)
(664, 0.03851709494754508, -0.8412672217466484)
(665, 4.98803094689786, -0.8412670220095666)
(666, 1.295154093965624, -0.8412670220095666)
(667, 3.65449670688255, -0.8390729767455049)
(668, 2.6286886002970364, -0.8390729767455049)
(669, 3.885325129100738, -0.8390727770084231)
(670, 2.397860178078848, -0.8390727770084231)
(671, 5.1419632558010875, -0.8390725772713412)
(672, 1.1412220513784992, -0.8390725772713412)
(673, 6.1677713623866, -0.8390721112181498)
(674, 0.11541380331254904, -0.8390721112181498)
(675, 4.911134300950683, -0.8390717117439861)
(676, 1.3720508730708443, -0.8390717117439861)
(677, 4.2518485330772915, -0.8389212431423969)
(678, 2.0313367741022947, -0.8389212431423969)
(679, 4.54461089697413, -0.8389209102472612)
(680, 1.7385744102054534, -0.8389209102472612)
(681, 3.2879730365898885, -0.8389207770892072)
(682, 2.9952122705896977, -0.8389207770892072)
(683, 5.8012463605133995, -0.8389206439311516)
(684, 0.48193894666618886, -0.8389206439311516)
(685, 5.508486127145424, -0.8389204441940696)
(686, 0.7746993131922193, -0.8389204441940696)
(687, 5.218454568630339, -0.8346034600670517)
(688, 1.0647304722331346, -0.8346034600670517)
(689, 3.578005394053298, -0.8346033269089976)
(690, 2.7051799131262886, -0.8346033269089976)
(691, 6.0912789842929165, -0.8346032603299698)
(692, 0.19190608986007815, -0.8346032603299698)
(693, 4.834641922856999, -0.8346032603299698)
(694, 1.448543517480646, -0.8346032603299698)
(695, 3.961817507194421, -0.8346029274348341)
(696, 2.321367799985165, -0.8346029274348341)
(697, 5.294293939624756, -0.8277132631157725)
(698, 0.9888916338709485, -0.8277132631157725)
(699, 3.50216575674279, -0.8277131965367447)
(700, 2.7810195504367963, -0.8277131965367447)
(701, 4.758803617127031, -0.8277129967996629)
(702, 1.5243818232106143, -0.8277129967996629)
(703, 4.037657144504947, -0.8277127970625809)
(704, 2.2455281626746397, -0.8277127970625809)
(705, 6.015439613298498, -0.8277126639045271)
(706, 0.2677457105258349, -0.8277126639045271)
(707, 3.2133720355023647, -0.8196631929307342)
(708, 3.069813271677222, -0.8196631929307342)
(709, 4.470009895886623, -0.8196622608243528)
(710, 1.8131754112929637, -0.8196622608243528)
(711, 4.326451664693679, -0.8196618613501893)
(712, 1.95673377564397, -0.8196618613501893)
(713, 5.58308819349738, -0.8196617281921353)
(714, 0.7000971802612374, -0.8196617281921353)
(715, 5.726645359425875, -0.8196615950340813)
(716, 0.5565397813061391, -0.8196615950340813)
(717, 5.940479618096054, -0.8182008511761715)
(718, 0.34270578895208, -0.8182008511761715)
(719, 5.369253402194985, -0.8182007845971452)
(720, 0.9139316386684878, -0.8182007845971452)
(721, 1.5993415520969654, -0.8182007845971452)
(722, 4.683842556660137, -0.8182007180181173)
(723, 3.4272054952242197, -0.8182006514390914)
(724, 2.8559798119553665, -0.8182006514390914)
(725, 4.112616340759067, -0.8182006514390914)
(726, 2.1705690995785636, -0.8182006514390914)
(727, 3.353349646609702, -0.8058160202638408)
(728, 2.9298356605698848, -0.8058160202638408)
(729, 5.866623236849319, -0.8058152213155135)
(730, 0.4165623033568659, -0.8058152213155135)
(731, 4.186473787270233, -0.8058150215784317)
(732, 2.096711653067398, -0.8058150215784317)
(733, 4.609986708045619, -0.8058146221042681)
(734, 1.673198465975915, -0.8058146221042681)
(735, 5.443109783441719, -0.8058145555252403)
(736, 0.8400754571588378, -0.8058145555252403)
(737, 4.398230247657926, -0.7967415651655053)
(738, 1.88495505952166, -0.7967415651655053)
(739, 5.654866776461628, -0.7967410991123137)
(740, 0.6283185972969865, -0.7967410991123137)
(741, 3.141592653589793, -0.7967410991123137)
(742, 3.7699119832560757, -0.7945533788558404)
(743, 2.513273323923511, -0.7945533788558404)
(744, 0.0, -0.7945525133284872)
(745, 5.026548778375885, -0.7945523801704315)
(746, 1.256636395645644, -0.7945523801704315)
(747, 5.098771043977755, -0.7935936421780029)
(748, 1.1844143963598943, -0.7935936421780029)
(749, 3.6976902502864393, -0.7935936421780029)
(750, 2.5854950568931474, -0.7935936421780029)
(751, 6.210964106842165, -0.7935935090199489)
(752, 0.07222140839688299, -0.7935935090199489)
(753, 4.954325447509583, -0.7935933092828672)
(754, 1.3288597265119402, -0.7935933092828672)
(755, 3.84213265096128, -0.7935933092828672)
(756, 2.4410526562183064, -0.7935933092828672)
(757, 3.625687961790616, -0.7906834063177922)
(758, 2.65749734538897, -0.7906834063177922)
(759, 3.9141354720893187, -0.7906831400016824)
(760, 2.3690498350902676, -0.7906831400016824)
(761, 4.882323691645993, -0.7906828736855745)
(762, 1.4008614823755399, -0.7906828736855745)
(763, 6.138961285714127, -0.7906828071065467)
(764, 0.14422378843886377, -0.7906828071065467)
(765, 5.170771734576912, -0.7906828071065467)
(766, 1.1124133728655938, -0.7906828071065467)
(767, 3.2808562712088727, -0.7902492444810826)
(768, 3.0023290359707135, -0.7902492444810826)
(769, 4.537494930541438, -0.7902485786908093)
(770, 1.7456903766381486, -0.7902485786908093)
(771, 5.794131459345139, -0.7902485121117816)
(772, 0.48905374796590456, -0.7902485121117816)
(773, 5.515602626210332, -0.7902483789537276)
(774, 0.7675826143902265, -0.7902483789537276)
(775, 4.258965564774415, -0.7902483789537276)
(776, 2.0242197424051716, -0.7902483789537276)
(777, 5.242358569942675, -0.7857321237981447)
(778, 1.0408270035530185, -0.7857321237981447)
(779, 3.554101659057071, -0.7857319906400889)
(780, 2.7290836481225154, -0.7857319906400889)
(781, 4.810739519441312, -0.7857319906400889)
(782, 1.472445920896325, -0.7857319906400889)
(783, 6.067376048245014, -0.7857319240610627)
(784, 0.21580937544786893, -0.7857319240610627)
(785, 3.9857212421906487, -0.7857311916917635)
(786, 2.2974640649889375, -0.7857311916917635)
(787, 4.739733253193183, -0.7785977815539317)
(788, 1.5434519208283441, -0.7785977815539317)
(789, 3.483094593860618, -0.7785977149749036)
(790, 2.8000907133189683, -0.7785977149749036)
(791, 4.056726709490453, -0.7785968494475486)
(792, 2.2264587308471953, -0.7785968494475486)
(793, 5.313363238294155, -0.7785968494475486)
(794, 0.9698219357273806, -0.7785968494475486)
(795, 5.996369781996885, -0.7785961836572771)
(796, 0.2868153920246445, -0.7785961836572771)
(797, 3.210089423142739, -0.7711370023391014)
(798, 3.0730958840368467, -0.7711370023391014)
(799, 5.586369207960358, -0.7711360702327201)
(800, 0.6968159660611778, -0.7711360702327201)
(801, 4.466727549843088, -0.7711358039166105)
(802, 1.8164578904945436, -0.7711358039166105)
(803, 5.723363279698465, -0.7711356041795288)
(804, 0.5598221606391747, -0.7711356041795288)
(805, 4.329733211788873, -0.7711355376005009)
(806, 1.9534519622326514, -0.7711355376005009)
(807, 3.412786075818094, -0.7690768474988439)
(808, 2.8703992313614917, -0.7690768474988439)
(809, 5.926059133425479, -0.769076780919816)
(810, 0.3571261737540993, -0.769076780919816)
(811, 4.127037624377966, -0.7690765811827343)
(812, 2.156147549643575, -0.7690765811827343)
(813, 4.669422604621778, -0.7690765811827343)
(814, 1.613762569399745, -0.7690765811827343)
(815, 5.38367388686556, -0.7690763148666246)
(816, 0.8995113537350078, -0.7690763148666246)
(817, 5.856542639491148, -0.7568886910330129)
(818, 0.42664286742551993, -0.7568886910330129)
(819, 4.1965543846284055, -0.7568886244539869)
(820, 2.0866309225511803, -0.7568886244539869)
(821, 3.34326904925153, -0.756888557874959)
(822, 2.9399162579280564, -0.756888557874959)
(823, 4.599905045423015, -0.7568884912959312)
(824, 1.6832805280726828, -0.7568884912959312)
(825, 5.453190913432107, -0.7568875591895501)
(826, 0.8299941940103974, -0.7568875591895501)
(827, 5.654866243829412, -0.7482441367136444)
(828, 0.6283188636130943, -0.7482441367136444)
(829, 4.39822971502571, -0.7482439369765628)
(830, 1.8849557253119384, -0.7482439369765628)
(831, 3.141592653589793, -0.7482438703975347)
(832, 3.7358235213030606, -0.7468027673526649)
(833, 2.547361785876525, -0.7468027673526649)
(834, 3.803997515731903, -0.746802434457529)
(835, 2.4791877914476834, -0.746802434457529)
(836, 5.0606361750644675, -0.7468023678785031)
(837, 1.2225492652731762, -0.7468023678785031)
(838, 4.9924603164228705, -0.7468021015623932)
(839, 1.2907248575986583, -0.7468021015623932)
(840, 6.249097377858789, -0.746801502351148)
(841, 0.03408778159857957, -0.746801502351148)
(842, 3.6677528575245284, -0.7450775715985127)
(843, 2.6154324496550583, -0.7450775715985127)
(844, 3.8720713753037312, -0.7450767726501856)
(845, 2.4111139318758554, -0.7450767726501856)
(846, 4.924388853696014, -0.745076506334076)
(847, 1.3587963203255202, -0.745076506334076)
(848, 5.128707637791324, -0.745076506334076)
(849, 1.1544774030721503, -0.745076506334076)
(850, 6.181026447764147, -0.7450763065969941)
(851, 0.10215897592873718, -0.7450763065969941)
(852, 4.265152354302779, -0.7416398966844117)
(853, 2.0180329528768075, -0.7416398966844117)
(854, 5.521789682054804, -0.7416397635263559)
(855, 0.7613957582828361, -0.7416397635263559)
(856, 4.5313078746969655, -0.741639630368302)
(857, 1.751877565640666, -0.741639630368302)
(858, 3.2746702806288326, -0.7416393640521923)
(859, 3.0085150265507536, -0.7416393640521923)
(860, 5.787944403500668, -0.7416383653667832)
(861, 0.49524080381037666, -0.7416383653667832)
(862, 6.1132521938149464, -0.7415884976753724)
(863, 0.1699333131017299, -0.7415884976753724)
(864, 3.939844563988516, -0.7415884310963445)
(865, 2.34334074319107, -0.7415884310963445)
(866, 3.5999772719947716, -0.7415883645173185)
(867, 2.683208035184815, -0.7415883645173185)
(868, 4.856614067114581, -0.7415880982012089)
(869, 1.4265709737488925, -0.7415880982012089)
(870, 5.196482424372757, -0.7415874324109355)
(871, 1.0867029493858602, -0.7415874324109355)
(872, 1.0193858936167919, -0.7362599118082879)
(873, 4.789297876872866, -0.7362596454921783)
(874, 1.4938876966228252, -0.7362596454921783)
(875, 4.007161553178555, -0.7362595123341242)
(876, 2.2760237540010313, -0.7362595123341242)
(877, 3.5326608154369485, -0.7362595123341242)
(878, 2.7505244917426377, -0.7362595123341242)
(879, 6.045934405676567, -0.7362594457550965)
(880, 0.2372510180163149, -0.7362594457550965)
(881, 5.263798614614472, -0.7362593125970425)
(882, 5.979180675057077, -0.7289786296509286)
(883, 0.3040047985700746, -0.7289786296509286)
(884, 5.3305534104983945, -0.7289784299138466)
(885, 0.9526320964182738, -0.7289784299138466)
(886, 4.073916615378585, -0.7289784299138466)
(887, 2.2092688249590466, -0.7289784299138466)
(888, 4.722542548356728, -0.728978296755793)
(889, 1.5606427588228597, -0.728978296755793)
(890, 3.4659062858691345, -0.728978097018711)
(891, 2.8172790213104517, -0.728978097018711)
(892, 4.332566016240393, -0.7228038243474713)
(893, 1.9506192909391933, -0.7228038243474713)
(894, 4.463892348546596, -0.7228036911894175)
(895, 1.81929295863299, -0.7228036911894175)
(896, 3.207255819742895, -0.7228036911894175)
(897, 3.0759294874366914, -0.7228036911894175)
(898, 5.589203876624634, -0.7228035580313616)
(899, 0.6939816302920341, -0.7228035580313616)
(900, 5.720530208930837, -0.7228026925040083)
(901, 0.5626548319326377, -0.7228026925040083)
(902, 4.656392822672473, -0.7195686162552422)
(903, 1.6267923513490652, -0.7195686162552422)
(904, 3.3997568265009863, -0.7195684830971882)
(905, 2.8834284806786004, -0.7195684830971882)
(906, 5.913030416740606, -0.7195684165181604)
(907, 0.37015492372849934, -0.7195684165181604)
(908, 5.396703668814865, -0.7195682833601064)
(909, 0.8864816383647134, -0.7195682833601064)
(910, 4.1400658084306245, -0.7195682167810785)
(911, 2.1431194987489612, -0.7195682167810785)
(912, 5.462272292749273, -0.7077413846961468)
(913, 0.8209130144303098, -0.7077413846961468)
(914, 4.205635231313355, -0.7077412515380929)
(915, 2.077549942708168, -0.7077412515380929)
(916, 3.334186338353824, -0.7077409852219831)
(917, 2.9489989688257627, -0.7077409852219831)
(918, 4.590823666105849, -0.7077409186429553)
(919, 1.692361774231798, -0.7077409186429553)
(920, 5.847461792806198, -0.7077405857478194)
(921, 0.43572348108387676, -0.7077405857478194)
(922, 4.3982294487096025, -0.6999415184955227)
(923, 1.8849557253119384, -0.6999415184955227)
(924, 5.654866776461628, -0.6999414519164948)
(925, 0.628318264401849, -0.6999414519164948)
(926, 3.141592653589793, -0.6999414519164948)
(927, 0.0, -0.699033646879914)
(928, 3.7699119832560757, -0.699033646879914)
(929, 2.513273323923511, -0.699033646879914)
(930, 5.026548778375885, -0.6990332474057503)
(931, 1.2566365288036998, -0.6990332474057503)
(932, 5.09128489815354, -0.698240357770207)
(933, 1.1919006753421615, -0.698240357770207)
(934, 3.7051758634784377, -0.6982396254009077)
(935, 2.578009443701148, -0.6982396254009077)
(936, 3.8346475704015144, -0.6982394256638259)
(937, 2.448537736778072, -0.6982394256638259)
(938, 4.961812125966032, -0.6982394256638259)
(939, 1.3213733143716173, -0.6982394256638259)
(940, 6.218448654769714, -0.6982391593477162)
(941, 0.0647365650248908, -0.6982391593477162)
(942, 3.8991796920396498, -0.6958487725322888)
(943, 2.384005615139937, -0.6958487725322888)
(944, 3.640642676575854, -0.6958483730581252)
(945, 2.642542630603732, -0.6958483730581252)
(946, 5.155815954527243, -0.6958482399000714)
(947, 1.1273690863362333, -0.6958482399000714)
(948, 4.897280536960095, -0.6958476406888259)
(949, 1.3859049033775455, -0.6958476406888259)
(950, 6.1539165331315795, -0.6958473743727163)
(951, 0.12926866585709085, -0.6958473743727163)
(952, 5.527297099189097, -0.693016900187153)
(953, 0.7558880082534165, -0.693016900187153)
(954, 4.270659505120946, -0.6930167004500712)
(955, 2.0125256689005773, -0.6930167004500712)
(956, 4.525799392298241, -0.6930167004500712)
(957, 1.7573857817232823, -0.6930167004500712)
(958, 3.269162064546216, -0.6930166338710434)
(959, 3.01402324263337, -0.6930166338710434)
(960, 5.782436986366392, -0.6930165007129894)
(961, 0.5007482209446605, -0.6930165007129894)
(962, 5.2199603199106805, -0.6918333913987209)
(963, 1.0632249872689132, -0.6918333913987209)
(964, 3.5764985775085245, -0.691833258240667)
(965, 2.7066867296710617, -0.691833258240667)
(966, 6.08977270038036, -0.6918331916616391)
(967, 0.19341275660203405, -0.6918331916616391)
(968, 4.833135106312226, -0.6918331916616391)
(969, 1.4500503340254125, -0.6918331916616391)
(970, 3.963323791106979, -0.6918331250826131)
(971, 2.3198615160726073, -0.6918331250826131)
(972, 4.769520709985726, -0.6861538674789914)
(973, 1.5136647303519177, -0.6861538674789914)
(974, 5.283575781501612, -0.6861538008999636)
(975, 0.9996092593618625, -0.6861538008999636)
(976, 3.512884181182024, -0.6861538008999636)
(977, 2.770301125997562, -0.6861538008999636)
(978, 6.0261577714216426, -0.6861536011628817)
(979, 0.257027535757945, -0.6861536011628817)
(980, 4.026938453749588, -0.6861534014258)
(981, 2.256246853429999, -0.6861534014258)
(982, 5.9631543042492, -0.6787456191166634)
(983, 0.3200308031933042, -0.6787456191166634)
(984, 5.346579781306271, -0.6787452862215276)
(985, 0.9366056590313676, -0.6787452862215276)
(986, 3.449880181377366, -0.6787452862215276)
(987, 2.8333051258022204, -0.6787452862215276)
(988, 4.089942187238138, -0.6787452196424998)
(989, 2.1932431199414486, -0.6787452196424998)
(990, 4.706517775445499, -0.6787451530634718)
(991, 1.5766676648921396, -0.6787451530634718)
(992, 3.204779878877449, -0.6746422870880971)
(993, 3.078405428302137, -0.6746422870880971)
(994, 4.3350435550024855, -0.6746421539300413)
(995, 1.9481417521771003, -0.6746421539300413)
(996, 4.461415342416719, -0.6746412884026881)
(997, 1.8217699647628673, -0.6746412884026881)
(998, 5.591679551173971, -0.6746410220865784)
(999, 0.6915056228475607, -0.6746410220865784)
(1000, 5.718053469117068, -0.6746406891914426)
(1001, 0.5651316383254383, -0.6746406891914426)
(1002, 3.387491371784509, -0.6694924659091824)
(1003, 2.895693935395077, -0.6694924659091824)
(1004, 4.1523312631471025, -0.6694914672237752)
(1005, 2.130853910874438, -0.6694914672237752)
(1006, 4.644128433220426, -0.6694914006447473)
(1007, 1.639056740801099, -0.6694914006447473)
(1008, 5.900765494656343, -0.6694910011705837)
(1009, 0.3824198458127506, -0.6694910011705837)
(1010, 5.408968590899127, -0.6694910011705837)
(1011, 0.8742168494385179, -0.6694910011705837)
(1012, 3.32561575333372, -0.6581499962475085)
(1013, 2.957569553845866, -0.6581499962475085)
(1014, 4.214206615281784, -0.6581497299313986)
(1015, 2.0689785587397576, -0.6581497299313986)
(1016, 5.470842877769377, -0.6581496633523727)
(1017, 0.8123422962521606, -0.6581496633523727)
(1018, 5.838889609889447, -0.6581495967733448)
(1019, 0.4442954642635411, -0.6581495967733448)
(1020, 4.582253613717961, -0.658149530194317)
(1021, 1.700931560303564, -0.658149530194317)
(1022, 4.398229981341818, -0.6518008204716778)
(1023, 1.8849553258377678, -0.6518008204716778)
(1024, 3.141592653589793, -0.6518006207345959)
(1025, 5.654867309093844, -0.651800554155568)
(1026, 0.628318264401849, -0.651800554155568)
(1027, 3.800888541475337, -0.6505297602624109)
(1028, 2.4822967657042487, -0.6505297602624109)
(1029, 3.7389340934562734, -0.6505296271043552)
(1030, 2.5442512137233124, -0.6505296271043552)
(1031, 6.252209015276431, -0.6505292942092195)
(1032, 0.030976452108931966, -0.6505292942092195)
(1033, 5.057525602911254, -0.6505292942092195)
(1034, 1.225659704268333, -0.6505292942092195)
(1035, 4.995571953840514, -0.6505286284189462)
(1036, 1.2876132201810104, -0.6505286284189462)
(1037, 3.6770853729324893, -0.6490136892328551)
(1038, 2.606099934247097, -0.6490136892328551)
(1039, 3.862736463050798, -0.6490133563377194)
(1040, 2.420448844128788, -0.6490133563377194)
(1041, 4.933723765948964, -0.64901262396842)
(1042, 1.3494615412306297, -0.64901262396842)
(1043, 6.190359762120432, -0.64901262396842)
(1044, 0.09282532035493084, -0.64901262396842)
(1045, 5.119373790802824, -0.6490124908103644)
(1046, 1.16381151637677, -0.6490124908103644)
(1047, 3.9242783874169884, -0.645978484538492)
(1048, 2.3589069197625983, -0.645978484538492)
(1049, 5.180916247801247, -0.6459784179594642)
(1050, 1.1022689262202912, -0.6459784179594642)
(1051, 3.6155439811985155, -0.6459782848014103)
(1052, 2.6676413259810707, -0.6459782848014103)
(1053, 4.872181841582757, -0.6459780184853006)
(1054, 1.411003731912943, -0.6459780184853006)
(1055, 6.128818370386458, -0.6459770863789194)
(1056, 0.15436705330643263, -0.6459770863789194)
(1057, 4.275780231264955, -0.6442026221446002)
(1058, 2.0074052090726764, -0.6442026221446002)
(1059, 3.2640426699827643, -0.6442025555655724)
(1060, 3.0191426371968215, -0.6442025555655724)
(1061, 5.777316792854598, -0.6442024224075185)
(1062, 0.5058685809040152, -0.6442024224075185)
(1063, 4.520680264050898, -0.6442015568801633)
(1064, 1.7625049099706263, -0.6442015568801633)
(1065, 5.53241622743644, -0.6442014903011373)
(1066, 0.7507690131641215, -0.6442014903011373)
(1067, 4.811120884109419, -0.6414228145987751)
(1068, 1.4720644230701698, -0.6414228145987751)
(1069, 5.241976672642368, -0.6414228145987751)
(1070, 1.0412087676952815, -0.6414228145987751)
(1071, 3.9853382796258927, -0.6414226148616933)
(1072, 2.2978470275536935, -0.6414226148616933)
(1073, 6.067756880280887, -0.6414224151246115)
(1074, 0.2154282937406358, -0.6414224151246115)
(1075, 3.5544832900412864, -0.6414223485455837)
(1076, 2.7287020171382994, -0.6414223485455837)
(1077, 3.4940393869925073, -0.6353459470444048)
(1078, 2.789145920187079, -0.6353459470444048)
(1079, 4.75067671474455, -0.6353448817799696)
(1080, 1.5325085924350452, -0.6353448817799696)
(1081, 5.302419244110572, -0.6353448817799696)
(1082, 0.9807657967528987, -0.6353448817799696)
(1083, 4.045782981622996, -0.635344815200942)
(1084, 2.23740232555659, -0.635344815200942)
(1085, 6.007314308812682, -0.6353445488848322)
(1086, 0.275871114880208, -0.6353445488848322)
(1087, 5.947570018182282, -0.6277399589711385)
(1088, 0.33561552202390704, -0.6277399589711385)
(1089, 4.105525940672841, -0.6277398923921125)
(1090, 2.177659366506745, -0.6277398923921125)
(1091, 3.4342956289943385, -0.6277398258130847)
(1092, 2.8488896781852473, -0.6277398258130847)
(1093, 5.362162469476543, -0.6277398258130847)
(1094, 0.9210227711240141, -0.6277398258130847)
(1095, 4.690933489378579, -0.6277396926550307)
(1096, 1.5922520841171197, -0.6277396926550307)
(1097, 4.459208913453585, -0.6265962644410041)
(1098, 1.8239763937260014, -0.6265962644410041)
(1099, 3.20257158570156, -0.6265959981248963)
(1100, 3.0806137214780267, -0.6265959981248963)
(1101, 4.33725131554616, -0.6265959315458685)
(1102, 1.9459339916334266, -0.6265959315458685)
(1103, 5.71584517594118, -0.6265951991765689)
(1104, 0.5673403309754965, -0.6265951991765689)
(1105, 5.593888376982076, -0.6265949994394873)
(1106, 0.6892967304604207, -0.6265949994394873)
(1107, 3.3752679950132745, -0.6185740242893583)
(1108, 2.9079173121663118, -0.6185740242893583)
(1109, 4.631905056449191, -0.6185739577103322)
(1110, 1.6512802507303983, -0.6185739577103322)
(1111, 4.164555172550553, -0.6185738911313042)
(1112, 2.1186300014709705, -0.6185738911313042)
(1113, 5.888541585252893, -0.6185729590249232)
(1114, 0.39464392166378226, -0.6185729590249232)
(1115, 5.421191435038147, -0.6185729590249232)
(1116, 0.8619939387204623, -0.6185729590249232)
(1117, 4.573499270582661, -0.6077245723244842)
(1118, 1.7096857702808188, -0.6077245723244842)
(1119, 3.3168635407272835, -0.6077237733761588)
(1120, 2.9663217664523023, -0.6077237733761588)
(1121, 4.222959360520435, -0.6077237067971308)
(1122, 2.0602260798172134, -0.6077237067971308)
(1123, 5.830137929915227, -0.6077237067971308)
(1124, 0.4530476435804645, -0.6077237067971308)
(1125, 5.47959668827246, -0.6077237067971308)
(1126, 0.8035886854861534, -0.6077237067971308)
(1127, 3.141592653589793, -0.6037420146513522)
(1128, 4.39822971502571, -0.6037420146513522)
(1129, 1.884955458995813, -0.6037420146513522)
(1130, 5.654866776461628, -0.6037409493869171)
(1131, 0.6283183975599046, -0.6037409493869171)
(1132, 5.026547713111453, -0.60219318674039)
(1133, 1.2566374609100808, -0.60219318674039)
(1134, 0.0, -0.6021931201613622)
(1135, 3.7699111843077517, -0.6021930535823361)
(1136, 2.5132741228718345, -0.6021930535823361)
(1137, 3.710250783251693, -0.6014481008464134)
(1138, 2.572934523927893, -0.6014481008464134)
(1139, 3.8295721179960265, -0.6014478345303036)
(1140, 2.4536131891835598, -0.6014478345303036)
(1141, 4.96688917626815, -0.6014471021610042)
(1142, 1.3162959977533824, -0.6014471021610042)
(1143, 5.08620838048362, -0.6014469024239225)
(1144, 1.196977193012071, -0.6014469024239225)
(1145, 6.22352463980742, -0.6014467692658685)
(1146, 0.059660538375307756, -0.6014467692658685)
(1147, 3.6507973098123236, -0.5992155729046006)
(1148, 2.6323879973672626, -0.5992155729046006)
(1149, 4.907434104932133, -0.5992154397465448)
(1150, 1.3757509359313471, -0.5992154397465448)
(1151, 3.889023993538748, -0.5992153731675187)
(1152, 2.394161313640838, -0.5992153731675187)
(1153, 5.145661853922989, -0.5992145076401637)
(1154, 1.1375233200985433, -0.5992145076401637)
(1155, 6.164071699000266, -0.5992143744821097)
(1156, 0.11911348334364398, -0.5992143744821097)
(1157, 3.591740647375374, -0.595510050563863)
(1158, 2.691444659804212, -0.595510050563863)
(1159, 6.105013971298885, -0.595509983984837)
(1160, 4.848377442495184, -0.5955097176687272)
(1161, 1.434807997842453, -0.5955097176687272)
(1162, 3.948082786504561, -0.5955091184574818)
(1163, 2.3351025206750253, -0.5955091184574818)
(1164, 5.204719048992154, -0.5955087855623461)
(1165, 1.0784659918713273, -0.5955087855623461)
(1166, 0.17817086982750815, -0.5955085858252641)
(1167, 5.772072496036011, -0.5947926615452231)
(1168, 0.5111127112750313, -0.5947926615452231)
(1169, 3.2587991721124996, -0.5947926615452231)
(1170, 3.0243861350670858, -0.5947926615452231)
(1171, 4.281023462819111, -0.5947926615452231)
(1172, 2.002161711202429, -0.5947926615452231)
(1173, 4.515435434600094, -0.5947926615452231)
(1174, 1.7677498725794931, -0.5947926615452231)
(1175, 5.537660524255029, -0.5947922620710595)
(1176, 0.7455248495035904, -0.5947922620710595)
(1177, 5.263219110761271, -0.5903528391129248)
(1178, 1.0199662629973465, -0.5903528391129248)
(1179, 4.0065820493253534, -0.5903525727968169)
(1180, 2.2766032578542323, -0.5903525727968169)
(1181, 6.046515507426433, -0.5903524396387612)
(1182, 0.2366699662007305, -0.5903524396387612)
(1183, 3.5332400529740413, -0.5903524396387612)
(1184, 2.749945254205545, -0.5903524396387612)
(1185, 4.789877913358282, -0.590352373059735)
(1186, 1.493307526979352, -0.590352373059735)
(1187, 5.321034207498015, -0.5837777606976293)
